DATE,TAVG,TMAX,TMIN
19480101,-9999,62,26
19480102,-9999,31,27
19480103,-9999,38,23
19480104,-9999,37,32
19480105,-9999,42,28
19480106,-9999,46,30
19480107,-9999,52,23
19480108,-9999,61,37
19480109,-9999,57,36
19480110,-9999,42,23
19480111,-9999,45,21
19480112,-9999,43,34
19480113,-9999,34,19
19480114,-9999,21,10
19480115,-9999,41,12
19480116,-9999,36,16
19480117,-9999,19,6
19480118,-9999,23,3
19480119,-9999,35,12
19480120,-9999,38,14
19480121,-9999,40,20
19480122,-9999,21,6
19480123,-9999,18,0
19480124,-9999,20,-1
19480125,-9999,23,-1
19480126,-9999,26,0
19480127,-9999,21,7
19480128,-9999,19,-4

19480130,-9999,32,24
19480131,-9999,25,17
19480201,-9999,32,14
19480202,-9999,40,7
19480203,-9999,37,18
19480204,-9999,38,32
19480205,-9999,33,21
19480206,-9999,33,3
19480207,-9999,39,20
19480208,-9999,30,13
19480209,-9999,28,9
19480210,-9999,36,4
19480211,-9999,40,30
19480212,-9999,39,33
19480213,-9999,39,27
19480214,-9999,39,24
19480215,-9999,49,23
19480216,-9999,61,38
19480217,-9999,64,30
19480218,-9999,69,37
19480219,-9999,66,31
19480220,-9999,35,21
19480221,-9999,28,18
19480222,-9999,32,14
19480223,-9999,46,17
19480224,-9999,53,32
19480225,-9999,51,46
19480226,-9999,61,48
19480227,-9999,71,51
19480228,-9999,62,43
19480229,-9999,46,30
19480301,-9999,50,32
19480302,-9999,63,36
19480303,-9999,37,33
19480304,-9999,44,29
19480305,-9999,47,23
19480306,-9999,44,37
19480307,-9999,48,29
19480308,-9999,43,26
19480309,-9999,48,32
19480310,-9999,40,29
19480311,-9999,29,16
19480312,-9999,32,11
19480313,-9999,49,19
19480314,-9999,63,29
19480315,-9999,64,56
19480316,-9999,63,36
19480317,-9999,61,30
19480318,-9999,70,38
19480319,-9999,81,51
19480320,-9999,81,48
19480321,-9999,80,59
19480322,-9999,64,55
19480323,-9999,57,47
19480324,-9999,69,41
19480325,-9999,75,40
19480326,-9999,77,56
19480327,-9999,56,33
19480328,-9999,49,28
19480329,-9999,65,38
19480330,-9999,63,40
19480331,-9999,68,51
19480401,-9999,51,34
19480402,-9999,59,30
19480403,-9999,62,30
19480404,-9999,74,39
19480405,-9999,76,49
19480406,-9999,79,60
19480407,-9999,78,57
19480408,-9999,74,44
19480409,-9999,58,40
19480410,-9999,62,39
19480411,-9999,77,54
19480412,-9999,55,47
19480413,-9999,61,45
19480414,-9999,50,38
19480415,-9999,63,34
19480416,-9999,77,42
19480417,-9999,62,36
19480418,-9999,77,38
19480419,-9999,82,61
19480420,-9999,81,60
19480421,-9999,60,45
19480422,-9999,69,40
19480423,-9999,83,55
19480424,-9999,84,66
19480425,-9999,85,60
19480426,-9999,84,59
19480427,-9999,81,57
19480428,-9999,68,49
19480429,-9999,68,43
19480430,-9999,65,38
19480501,-9999,75,55
19480502,-9999,77,53
19480503,-9999,70,49
19480504,-9999,65,47
19480505,-9999,70,42
19480506,-9999,63,50
19480507,-9999,64,47
19480508,-9999,75,47
19480509,-9999,82,55
19480510,-9999,85,66
19480511,-9999,80,60
19480512,-9999,71,57
19480513,-9999,63,53
19480514,-9999,71,48
19480515,-9999,68,55
19480516,-9999,78,61
19480517,-9999,72,54
19480518,-9999,75,51
19480519,-9999,77,47
19480520,-9999,80,51
19480521,-9999,83,58
19480522,-9999,74,49
19480523,-9999,80,47
19480524,-9999,77,53
19480525,-9999,73,51
19480526,-9999,75,46
19480527,-9999,81,46
19480528,-9999,80,61
19480529,-9999,85,56
19480530,-9999,81,58
19480531,-9999,79,54
19480601,-9999,79,47
19480602,-9999,83,53
19480603,-9999,88,55
19480604,-9999,91,62
19480605,-9999,91,64
19480606,-9999,91,64
19480607,-9999,78,63
19480608,-9999,83,60
19480609,-9999,82,55
19480610,-9999,82,55
19480611,-9999,85,58
19480612,-9999,89,64
19480613,-9999,91,61
19480614,-9999,80,56
19480615,-9999,84,63
19480616,-9999,84,65
19480617,-9999,83,53
19480618,-9999,84,62
19480619,-9999,84,70
19480620,-9999,86,56
19480621,-9999,84,60
19480622,-9999,93,71
19480623,-9999,92,76
19480624,-9999,94,73
19480625,-9999,89,68
19480626,-9999,92,65
19480627,-9999,92,67
19480628,-9999,89,69
19480629,-9999,91,69
19480630,-9999,80,62
19480701,-9999,83,53
19480702,-9999,89,52
19480703,-9999,93,57
19480704,-9999,95,65
19480705,-9999,92,70
19480706,-9999,92,70
19480707,-9999,91,65
19480708,-9999,90,63
19480709,-9999,93,67
19480710,-9999,91,72
19480711,-9999,87,67
19480712,-9999,92,75
19480713,-9999,88,72
19480714,-9999,89,71
19480715,-9999,91,70
19480716,-9999,91,70
19480717,-9999,87,71
19480718,-9999,90,71
19480719,-9999,88,69
19480720,-9999,80,70
19480721,-9999,92,73
19480722,-9999,87,71
19480723,-9999,76,64
19480724,-9999,80,58
19480725,-9999,85,58
19480726,-9999,81,67
19480727,-9999,89,65
19480728,-9999,90,67
19480729,-9999,90,69
19480730,-9999,90,72
19480731,-9999,83,64
19480801,-9999,86,59
19480802,-9999,87,65
19480803,-9999,88,62
19480804,-9999,73,61
19480805,-9999,76,55
19480806,-9999,78,52
19480807,-9999,81,59
19480808,-9999,83,55
19480809,-9999,86,58
19480810,-9999,88,65
19480811,-9999,89,69
19480812,-9999,90,68
19480813,-9999,89,66
19480814,-9999,85,66
19480815,-9999,84,63
19480816,-9999,86,60
19480817,-9999,88,59
19480818,-9999,86,66
19480819,-9999,86,62
19480820,-9999,85,57
19480821,-9999,89,56
19480822,-9999,90,60
19480823,-9999,94,61
19480824,-9999,98,64
19480825,-9999,96,65
19480826,-9999,94,68
19480827,-9999,94,70
19480828,-9999,97,68
19480829,-9999,96,69
19480830,-9999,89,67
19480831,-9999,86,63
19480901,-9999,85,54
19480902,-9999,91,53
19480903,-9999,86,66
19480904,-9999,86,62
19480905,-9999,78,65
19480906,-9999,77,67
19480907,-9999,83,65
19480908,-9999,87,61
19480909,-9999,72,57
19480910,-9999,79,52
19480911,-9999,84,59
19480912,-9999,87,60
19480913,-9999,90,60
19480914,-9999,84,61
19480915,-9999,84,52
19480916,-9999,90,51
19480917,-9999,87,58
19480918,-9999,87,59
19480919,-9999,90,67
19480920,-9999,92,72
19480921,-9999,88,70
19480922,-9999,71,60
19480923,-9999,71,53
19480924,-9999,72,48
19480925,-9999,73,54
19480926,-9999,73,49
19480927,-9999,80,54
19480928,-9999,64,56
19480929,-9999,69,56
19480930,-9999,73,59
19481001,-9999,76,53
19481002,-9999,73,52
19481003,-9999,66,44
19481004,-9999,65,49
19481005,-9999,70,52
19481006,-9999,74,49
19481007,-9999,66,53
19481008,-9999,60,49
19481009,-9999,75,48
19481010,-9999,69,45
19481011,-9999,65,44
19481012,-9999,65,43
19481013,-9999,78,39
19481014,-9999,69,42
19481015,-9999,75,37
19481016,-9999,68,49
19481017,-9999,49,28
19481018,-9999,51,26
19481019,-9999,66,38
19481020,-9999,62,30
19481021,-9999,52,41
19481022,-9999,69,43
19481023,-9999,64,44
19481024,-9999,58,39
19481025,-9999,67,34
19481026,-9999,62,37
19481027,-9999,72,34
19481028,-9999,76,39
19481029,-9999,78,37
19481030,-9999,78,41
19481031,-9999,64,55
19481101,-9999,64,52
19481102,-9999,62,57
19481103,-9999,61,57
19481104,-9999,76,57
19481105,-9999,73,52
19481106,-9999,55,46
19481107,-9999,62,37
19481108,-9999,67,34
19481109,-9999,65,32
19481110,-9999,51,30
19481111,-9999,62,30
19481112,-9999,52,42
19481113,-9999,50,30
19481114,-9999,63,30
19481115,-9999,67,30
19481116,-9999,61,42
19481117,-9999,61,33
19481118,-9999,65,38
19481119,-9999,64,40
19481120,-9999,49,35
19481121,-9999,58,30
19481122,-9999,47,28
19481123,-9999,45,24
19481124,-9999,47,23
19481125,-9999,62,32
19481126,-9999,56,40
19481127,-9999,53,31
19481128,-9999,47,33
19481129,-9999,47,33
19481130,-9999,52,31
19481201,-9999,50,27
19481202,-9999,55,32
19481203,-9999,60,39
19481204,-9999,60,45
19481205,-9999,62,39
19481206,-9999,52,34
19481207,-9999,52,29
19481208,-9999,37,23
19481209,-9999,44,26
19481210,-9999,35,22
19481211,-9999,52,23
19481212,-9999,68,45
19481213,-9999,60,43
19481214,-9999,65,52
19481215,-9999,68,64
19481216,-9999,64,35
19481217,-9999,43,30
19481218,-9999,39,33
19481219,-9999,37,33
19481220,-9999,48,32
19481221,-9999,56,36
19481222,-9999,40,30
19481223,-9999,40,28
19481224,-9999,34,28
19481225,-9999,30,15
19481226,-9999,30,10
19481227,-9999,41,17
19481228,-9999,49,30
19481229,-9999,51,33
19481230,-9999,36,26
19481231,-9999,39,25
19490101,-9999,29,27
19490102,-9999,40,28
19490103,-9999,52,39
19490104,-9999,61,46
19490105,-9999,47,34
19490106,-9999,46,31
19490107,-9999,57,33
19490108,-9999,62,47
19490109,-9999,62,43
19490110,-9999,47,42
19490111,-9999,43,36
19490112,-9999,37,34
19490113,-9999,44,34
19490114,-9999,47,38
19490115,-9999,70,45
19490116,-9999,60,35
19490117,-9999,35,25
19490118,-9999,67,29
19490119,-9999,39,21
19490120,-9999,38,18
19490121,-9999,42,30
19490122,-9999,39,34
19490123,-9999,63,37
19490124,-9999,64,36
19490125,-9999,40,34
19490126,-9999,39,35
19490127,-9999,63,37
19490128,-9999,47,18
19490129,-9999,18,9
19490130,-9999,22,7
19490131,-9999,28,9
19490201,-9999,36,8
19490202,-9999,39,12
19490203,-9999,42,25
19490204,-9999,39,29
19490205,-9999,30,23
19490206,-9999,48,23
19490207,-9999,40,21
19490208,-9999,64,34
19490209,-9999,46,30
19490210,-9999,37,21
19490211,-9999,49,20
19490212,-9999,64,39
19490213,-9999,62,41
19490214,-9999,68,38
19490215,-9999,68,33
19490216,-9999,50,26
19490217,-9999,50,24
19490218,-9999,62,32
19490219,-9999,54,38
19490220,-9999,48,35
19490221,-9999,53,33
19490222,-9999,51,36
19490223,-9999,49,35
19490224,-9999,52,36
19490225,-9999,36,33
19490226,-9999,52,30
19490227,-9999,47,28
19490228,-9999,34,23
19490301,-9999,36,18
19490302,-9999,49,20
19490303,-9999,50,26
19490304,-9999,65,28
19490305,-9999,73,49
19490306,-9999,50,29
19490307,-9999,45,22
19490308,-9999,54,39
19490309,-9999,52,43
19490310,-9999,43,31
19490311,-9999,37,26
19490312,-9999,39,24
19490313,-9999,47,31
19490314,-9999,51,26
19490315,-9999,32,21
19490316,-9999,41,20
19490317,-9999,42,32
19490318,-9999,40,29
19490319,-9999,41,24
19490320,-9999,63,32
19490321,-9999,70,44
19490322,-9999,62,43
19490323,-9999,50,39
19490324,-9999,76,40
19490325,-9999,76,59
19490326,-9999,76,61
19490327,-9999,68,49
19490328,-9999,71,43
19490329,-9999,72,43
19490330,-9999,68,51
19490331,-9999,65,45
19490401,-9999,45,42
19490402,-9999,55,42
19490403,-9999,52,39
19490404,-9999,60,33
19490405,-9999,52,44
19490406,-9999,64,39
19490407,-9999,67,46
19490408,-9999,60,41
19490409,-9999,62,34
19490410,-9999,60,46
19490411,-9999,62,43
19490412,-9999,70,50
19490413,-9999,77,55
19490414,-9999,73,47
19490415,-9999,47,34
19490416,-9999,50,34
19490417,-9999,69,41
19490418,-9999,46,36
19490419,-9999,58,34
19490420,-9999,62,33
19490421,-9999,62,50
19490422,-9999,78,59
19490423,-9999,75,53
19490424,-9999,62,44
19490425,-9999,77,36
19490426,-9999,71,55
19490427,-9999,72,60
19490428,-9999,71,51
19490429,-9999,75,49
19490430,-9999,63,56
19490501,-9999,73,58
19490502,-9999,82,47
19490503,-9999,87,52
19490504,-9999,89,55
19490505,-9999,89,56
19490506,-9999,91,57
19490507,-9999,73,58
19490508,-9999,79,54
19490509,-9999,78,59
19490510,-9999,68,50
19490511,-9999,67,43
19490512,-9999,76,45
19490513,-9999,81,52
19490514,-9999,85,55
19490515,-9999,86,55
19490516,-9999,84,61
19490517,-9999,87,61
19490518,-9999,87,63
19490519,-9999,83,63
19490520,-9999,81,60
19490521,-9999,81,59
19490522,-9999,72,60
19490523,-9999,80,55
19490524,-9999,68,48
19490525,-9999,71,44
19490526,-9999,68,49
19490527,-9999,74,44
19490528,-9999,75,48
19490529,-9999,77,51
19490530,-9999,72,57
19490531,-9999,86,59
19490601,-9999,86,61
19490602,-9999,90,61
19490603,-9999,91,62
19490604,-9999,90,66
19490605,-9999,87,59
19490606,-9999,87,56
19490607,-9999,87,64
19490608,-9999,81,58
19490609,-9999,86,57
19490610,-9999,80,70
19490611,-9999,85,69
19490612,-9999,81,68
19490613,-9999,82,71
19490614,-9999,80,71
19490615,-9999,71,64
19490616,-9999,70,61
19490617,-9999,80,66
19490618,-9999,82,67
19490619,-9999,85,65
19490620,-9999,85,66
19490621,-9999,84,69
19490622,-9999,85,65
19490623,-9999,87,62
19490624,-9999,91,66
19490625,-9999,88,75
19490626,-9999,89,70
19490627,-9999,83,72
19490628,-9999,93,72
19490629,-9999,91,71
19490630,-9999,93,74
19490701,-9999,94,75
19490702,-9999,92,74
19490703,-9999,91,73
19490704,-9999,92,73
19490705,-9999,93,74
19490706,-9999,91,73
19490707,-9999,87,72
19490708,-9999,91,71
19490709,-9999,91,75
19490710,-9999,89,74
19490711,-9999,87,70
19490712,-9999,90,66
19490713,-9999,84,72
19490714,-9999,90,71
19490715,-9999,90,71
19490716,-9999,79,66
19490717,-9999,82,66
19490718,-9999,87,68
19490719,-9999,87,71
19490720,-9999,84,72
19490721,-9999,90,75
19490722,-9999,91,75
19490723,-9999,90,72
19490724,-9999,88,72
19490725,-9999,86,73
19490726,-9999,91,73
19490727,-9999,92,73
19490728,-9999,92,70
19490729,-9999,93,72
19490730,-9999,86,70
19490731,-9999,79,61
19490801,-9999,86,58
19490802,-9999,87,64
19490803,-9999,88,64
19490804,-9999,89,66
19490805,-9999,88,66
19490806,-9999,90,66
19490807,-9999,90,67
19490808,-9999,93,68
19490809,-9999,94,68
19490810,-9999,92,68
19490811,-9999,90,70
19490812,-9999,87,70
19490813,-9999,89,71
19490814,-9999,88,72
19490815,-9999,85,74
19490816,-9999,88,72
19490817,-9999,90,72
19490818,-9999,91,70
19490819,-9999,81,66
19490820,-9999,78,60
19490821,-9999,79,54
19490822,-9999,78,64
19490823,-9999,81,62
19490824,-9999,86,60
19490825,-9999,88,62
19490826,-9999,90,63
19490827,-9999,82,69
19490828,-9999,81,64
19490829,-9999,83,60
19490830,-9999,84,58
19490831,-9999,84,62
19490901,-9999,73,50
19490902,-9999,79,45
19490903,-9999,86,52
19490904,-9999,87,70
19490905,-9999,83,68
19490906,-9999,82,62
19490907,-9999,85,61
19490908,-9999,74,53
19490909,-9999,78,46
19490910,-9999,77,47
19490911,-9999,78,52
19490912,-9999,72,64
19490913,-9999,73,52
19490914,-9999,67,46
19490915,-9999,59,51
19490916,-9999,65,48
19490917,-9999,83,60
19490918,-9999,80,67
19490919,-9999,79,51
19490920,-9999,76,47
19490921,-9999,83,48
19490922,-9999,77,55
19490923,-9999,67,44
19490924,-9999,70,39
19490925,-9999,73,40
19490926,-9999,78,46
19490927,-9999,81,53
19490928,-9999,73,52
19490929,-9999,62,37
19490930,-9999,68,33
19491001,-9999,76,39
19491002,-9999,81,51
19491003,-9999,67,62
19491004,-9999,68,65
19491005,-9999,68,64
19491006,-9999,72,59
19491007,-9999,84,56
19491008,-9999,78,62
19491009,-9999,84,61
19491010,-9999,84,67
19491011,-9999,85,67
19491012,-9999,68,50
19491013,-9999,68,44
19491014,-9999,72,50
19491015,-9999,72,47
19491016,-9999,72,52
19491017,-9999,77,51
19491018,-9999,77,50
19491019,-9999,77,50
19491020,-9999,81,60
19491021,-9999,73,64
19491022,-9999,70,42
19491023,-9999,70,41
19491024,-9999,56,48
19491025,-9999,62,42
19491026,-9999,55,38
19491027,-9999,65,34
19491028,-9999,71,37
19491029,-9999,72,41
19491030,-9999,62,47
19491031,-9999,47,32
19491101,-9999,55,26
19491102,-9999,63,38
19491103,-9999,45,31
19491104,-9999,62,36
19491105,-9999,51,30
19491106,-9999,58,27
19491107,-9999,70,39
19491108,-9999,69,41
19491109,-9999,72,35
19491110,-9999,77,53
19491111,-9999,76,55
19491112,-9999,77,51
19491113,-9999,56,45
19491114,-9999,56,41
19491115,-9999,51,31
19491116,-9999,53,29
19491117,-9999,46,35
19491118,-9999,43,30
19491119,-9999,61,32
19491120,-9999,59,33
19491121,-9999,39,26
19491122,-9999,41,21
19491123,-9999,56,33
19491124,-9999,59,36
19491125,-9999,37,32
19491126,-9999,48,26
19491127,-9999,48,36
19491128,-9999,69,36
19491129,-9999,64,36
19491130,-9999,56,36
19491201,-9999,52,26
19491202,-9999,44,24
19491203,-9999,56,26
19491204,-9999,50,36
19491205,-9999,52,27
19491206,-9999,57,27
19491207,-9999,47,34
19491208,-9999,36,23
19491209,-9999,35,20
19491210,-9999,54,33
19491211,-9999,66,54
19491212,-9999,62,33
19491213,-9999,34,25
19491214,-9999,35,21
19491215,-9999,29,16
19491216,-9999,38,15
19491217,-9999,42,28
19491218,-9999,50,42
19491219,-9999,58,44
19491220,-9999,68,49
19491221,-9999,68,57
19491222,-9999,62,26
19491223,-9999,33,21
19491224,-9999,47,26
19491225,-9999,52,28
19491226,-9999,53,46
19491227,-9999,54,29
19491228,-9999,53,25
19491229,-9999,55,25
19491230,-9999,59,26
19491231,-9999,52,35
19500101,-9999,52,47
19500102,-9999,60,52
19500103,-9999,67,53
19500104,-9999,53,18
19500105,-9999,32,19
19500106,-9999,33,26
19500107,-9999,36,21
19500108,-9999,42,22
19500109,-9999,58,41
19500110,-9999,62,32
19500111,-9999,38,26
19500112,-9999,58,36
19500113,-9999,66,47
19500114,-9999,47,33
19500115,-9999,64,32
19500116,-9999,40,24
19500117,-9999,52,29
19500118,-9999,50,24
19500119,-9999,30,24
19500120,-9999,37,21
19500121,-9999,52,27
19500122,-9999,54,47
19500123,-9999,61,53
19500124,-9999,71,61
19500125,-9999,74,66
19500126,-9999,71,29
19500127,-9999,42,26
19500128,-9999,55,27
19500129,-9999,67,29
19500130,-9999,32,26
19500131,-9999,32,29
19500201,-9999,34,31
19500202,-9999,33,24
19500203,-9999,38,19
19500204,-9999,46,25
19500205,-9999,54,23
19500206,-9999,63,46
19500207,-9999,53,37
19500208,-9999,61,36
19500209,-9999,49,38
19500210,-9999,50,39
19500211,-9999,53,30
19500212,-9999,50,44
19500213,-9999,63,47
19500214,-9999,47,34
19500215,-9999,34,31
19500216,-9999,39,27
19500217,-9999,42,22
19500218,-9999,58,29
19500219,-9999,38,26
19500220,-9999,42,24
19500221,-9999,50,36
19500222,-9999,51,29
19500223,-9999,51,29
19500224,-9999,47,28
19500225,-9999,33,18
19500226,-9999,32,11
19500227,-9999,43,19
19500228,-9999,56,37
19500301,-9999,40,21
19500302,-9999,26,16
19500303,-9999,39,19
19500304,-9999,55,28
19500305,-9999,66,33
19500306,-9999,65,34
19500307,-9999,67,46
19500308,-9999,46,22
19500309,-9999,36,21
19500310,-9999,53,23
19500311,-9999,56,44
19500312,-9999,47,34
19500313,-9999,34,25
19500314,-9999,45,23
19500315,-9999,48,29
19500316,-9999,43,35
19500317,-9999,62,34
19500318,-9999,45,29
19500319,-9999,54,32
19500320,-9999,46,38
19500321,-9999,57,40
19500322,-9999,41,35
19500323,-9999,58,34
19500324,-9999,66,46
19500325,-9999,63,33
19500326,-9999,77,55
19500327,-9999,61,50
19500328,-9999,58,37
19500329,-9999,41,29
19500330,-9999,47,25
19500331,-9999,61,34
19500401,-9999,52,40
19500402,-9999,59,37
19500403,-9999,69,54
19500404,-9999,69,38
19500405,-9999,43,30
19500406,-9999,44,28
19500407,-9999,57,28
19500408,-9999,70,39
19500409,-9999,60,39
19500410,-9999,75,51
19500411,-9999,61,35
19500412,-9999,45,33
19500413,-9999,37,26
19500414,-9999,49,24
19500415,-9999,54,30
19500416,-9999,66,30
19500417,-9999,63,38
19500418,-9999,73,54
19500419,-9999,61,43
19500420,-9999,55,37
19500421,-9999,65,35
19500422,-9999,78,46
19500423,-9999,80,63
19500424,-9999,82,64
19500425,-9999,66,43
19500426,-9999,69,39
19500427,-9999,57,44
19500428,-9999,69,40
19500429,-9999,67,50
19500430,-9999,61,51
19500501,-9999,52,48
19500502,-9999,60,49
19500503,-9999,77,56
19500504,-9999,82,63
19500505,-9999,84,68
19500506,-9999,68,50
19500507,-9999,71,50
19500508,-9999,74,50
19500509,-9999,86,59
19500510,-9999,67,57
19500511,-9999,66,55
19500512,-9999,68,48
19500513,-9999,72,45
19500514,-9999,76,56
19500515,-9999,82,54
19500516,-9999,80,52
19500517,-9999,85,57
19500518,-9999,80,57
19500519,-9999,77,58
19500520,-9999,77,57
19500521,-9999,79,55
19500522,-9999,76,56
19500523,-9999,87,61
19500524,-9999,88,66
19500525,-9999,87,64
19500526,-9999,87,62
19500527,-9999,82,64
19500528,-9999,82,64
19500529,-9999,83,63
19500530,-9999,73,60
19500531,-9999,77,61
19500601,-9999,78,59
19500602,-9999,79,57
19500603,-9999,72,55
19500604,-9999,72,49
19500605,-9999,80,50
19500606,-9999,82,55
19500607,-9999,85,60
19500608,-9999,83,65
19500609,-9999,85,71
19500610,-9999,86,66
19500611,-9999,77,58
19500612,-9999,80,55
19500613,-9999,84,60
19500614,-9999,86,66
19500615,-9999,91,69
19500616,-9999,92,69
19500617,-9999,80,64
19500618,-9999,91,60
19500619,-9999,88,69
19500620,-9999,78,67
19500621,-9999,85,70
19500622,-9999,86,71
19500623,-9999,88,75
19500624,-9999,88,74
19500625,-9999,93,75
19500626,-9999,95,71
19500627,-9999,80,60
19500628,-9999,77,55
19500629,-9999,80,56
19500630,-9999,82,50
19500701,-9999,87,56
19500702,-9999,86,70
19500703,-9999,90,66
19500704,-9999,82,67
19500705,-9999,86,67
19500706,-9999,82,63
19500707,-9999,82,59
19500708,-9999,85,58
19500709,-9999,87,58
19500710,-9999,88,59
19500711,-9999,90,63
19500712,-9999,89,66
19500713,-9999,82,59
19500714,-9999,83,55
19500715,-9999,86,57
19500716,-9999,87,68
19500717,-9999,88,70
19500718,-9999,81,69
19500719,-9999,90,70
19500720,-9999,81,67
19500721,-9999,79,63
19500722,-9999,81,61
19500723,-9999,78,69
19500724,-9999,85,68
19500725,-9999,85,63
19500726,-9999,77,62
19500727,-9999,83,61
19500728,-9999,86,65
19500729,-9999,88,63
19500730,-9999,85,66
19500731,-9999,83,72
19500801,-9999,87,73
19500802,-9999,83,59
19500803,-9999,76,54
19500804,-9999,80,53
19500805,-9999,82,64
19500806,-9999,83,58
19500807,-9999,84,58
19500808,-9999,79,59
19500809,-9999,78,67
19500810,-9999,86,65
19500811,-9999,85,63
19500812,-9999,83,64
19500813,-9999,76,66
19500814,-9999,80,66
19500815,-9999,85,67
19500816,-9999,87,67
19500817,-9999,88,66
19500818,-9999,79,65
19500819,-9999,80,64
19500820,-9999,73,53
19500821,-9999,76,49
19500822,-9999,79,49
19500823,-9999,83,51
19500824,-9999,84,58
19500825,-9999,85,66
19500826,-9999,83,65
19500827,-9999,89,70
19500828,-9999,84,67
19500829,-9999,78,66
19500830,-9999,81,68
19500831,-9999,75,70
19500901,-9999,79,68
19500902,-9999,78,68
19500903,-9999,83,69
19500904,-9999,76,58
19500905,-9999,72,53
19500906,-9999,76,51
19500907,-9999,72,54
19500908,-9999,75,59
19500909,-9999,72,66
19500910,-9999,74,65
19500911,-9999,79,67
19500912,-9999,78,62
19500913,-9999,78,58
19500914,-9999,71,54
19500915,-9999,71,50
19500916,-9999,76,54
19500917,-9999,78,57
19500918,-9999,85,56
19500919,-9999,89,67
19500920,-9999,85,69
19500921,-9999,83,65
19500922,-9999,70,58
19500923,-9999,78,51
19500924,-9999,60,39
19500925,-9999,69,37
19500926,-9999,75,47
19500927,-9999,69,60
19500928,-9999,77,62
19500929,-9999,76,56
19500930,-9999,81,62
19501001,-9999,82,61
19501002,-9999,82,58
19501003,-9999,66,48
19501004,-9999,63,42
19501005,-9999,66,37
19501006,-9999,75,40
19501007,-9999,77,54
19501008,-9999,65,50
19501009,-9999,61,51
19501010,-9999,73,49
19501011,-9999,79,48
19501012,-9999,73,44
19501013,-9999,74,40
19501014,-9999,82,55
19501015,-9999,84,50
19501016,-9999,85,55
19501017,-9999,86,54
19501018,-9999,84,53
19501019,-9999,81,52
19501020,-9999,74,53
19501021,-9999,79,50
19501022,-9999,68,61
19501023,-9999,62,48
19501024,-9999,62,46
19501025,-9999,65,40
19501026,-9999,68,39
19501027,-9999,80,52
19501028,-9999,79,62
19501029,-9999,80,52
19501030,-9999,85,49
19501031,-9999,85,59
19501101,-9999,82,63
19501102,-9999,66,45
19501103,-9999,49,38
19501104,-9999,43,34
19501105,-9999,54,28
19501106,-9999,65,45
19501107,-9999,66,53
19501108,-9999,63,50
19501109,-9999,61,33
19501110,-9999,34,27
19501111,-9999,36,21
19501112,-9999,45,21
19501113,-9999,49,28
19501114,-9999,63,26
19501115,-9999,64,51
19501116,-9999,62,35
19501117,-9999,50,29
19501118,-9999,59,30
19501119,-9999,63,47
19501120,-9999,64,24
19501121,-9999,38,21
19501122,-9999,48,30
19501123,-9999,52,13
19501124,-9999,13,-1
19501125,-9999,23,-3
19501126,-9999,32,23
19501127,-9999,31,26
19501128,-9999,30,23
19501129,-9999,36,27
19501130,-9999,47,27
19501201,-9999,60,26
19501202,-9999,72,57
19501203,-9999,58,27
19501204,-9999,39,23
19501205,-9999,39,32
19501206,-9999,41,14
19501207,-9999,19,11
19501208,-9999,30,17
19501209,-9999,39,14
19501210,-9999,26,17
19501211,-9999,26,14
19501212,-9999,30,22
19501213,-9999,38,27
19501214,-9999,44,27
19501215,-9999,41,18
19501216,-9999,28,16
19501217,-9999,25,11
19501218,-9999,24,7
19501219,-9999,28,10
19501220,-9999,27,15
19501221,-9999,38,14
19501222,-9999,49,25
19501223,-9999,57,25
19501224,-9999,50,23
19501225,-9999,44,23
19501226,-9999,51,16
19501227,-9999,28,9
19501228,-9999,36,8
19501229,-9999,46,27
19501230,-9999,32,17
19501231,-9999,42,14
19510101,-9999,48,25
19510102,-9999,56,46
19510103,-9999,58,39
19510104,-9999,50,30
19510105,-9999,57,27
19510106,-9999,44,28
19510107,-9999,28,-3
19510108,-9999,25,-6
19510109,-9999,43,3
19510110,-9999,40,34
19510111,-9999,34,25
19510112,-9999,46,27
19510113,-9999,43,37
19510114,-9999,46,33
19510115,-9999,38,32
19510116,-9999,45,27
19510117,-9999,56,41
19510118,-9999,65,45
19510119,-9999,69,41
19510120,-9999,65,30
19510121,-9999,30,19
19510122,-9999,41,17
19510123,-9999,43,34
19510124,-9999,37,23
19510125,-9999,28,18
19510126,-9999,39,16
19510127,-9999,48,32
19510128,-9999,33,22
19510129,-9999,22,8
19510130,-9999,17,4
19510131,-9999,18,11
19510201,-9999,11,-5
19510202,-9999,12,-23
19510203,-9999,27,1
19510204,-9999,38,17
19510205,-9999,33,14
19510206,-9999,45,26
19510207,-9999,26,11
19510208,-9999,19,10
19510209,-9999,28,10
19510210,-9999,40,6
19510211,-9999,47,35
19510212,-9999,56,44
19510213,-9999,55,32
19510214,-9999,32,30
19510215,-9999,49,31
19510216,-9999,51,38
19510217,-9999,57,34
19510218,-9999,60,34
19510219,-9999,61,48
19510220,-9999,63,45
19510221,-9999,45,37
19510222,-9999,44,31
19510223,-9999,55,29
19510224,-9999,58,35
19510225,-9999,68,40
19510226,-9999,64,41
19510227,-9999,63,34
19510228,-9999,64,41
19510301,-9999,56,39
19510302,-9999,53,42
19510303,-9999,66,42
19510304,-9999,43,32
19510305,-9999,62,29
19510306,-9999,75,50
19510307,-9999,64,49
19510308,-9999,58,37
19510309,-9999,46,30
19510310,-9999,37,34
