DATE,TAVG,TMAX,TMIN
19580106,-9999,46,27
19580107,-9999,27,14
19580108,-9999,27,11
19580109,-9999,45,18
19580110,-9999,55,27
19580111,-9999,46,22
19580112,-9999,47,22
19580113,-9999,45,33
19580114,-9999,49,33
19580115,-9999,37,33
19580116,-9999,34,31
19580117,-9999,37,30
19580118,-9999,35,23
19580119,-9999,40,21
19580120,-9999,41,34
19580121,-9999,49,28
19580122,-9999,33,28
19580123,-9999,34,31
19580124,-9999,34,32
19580125,-9999,40,29
19580126,-9999,38,32
19580127,-9999,35,31
19580128,-9999,33,29
19580129,-9999,41,26
19580130,-9999,50,24
19580131,-9999,40,28
19580201,-9999,29,18
19580202,-9999,24,17
19580203,-9999,27,10
19580204,-9999,37,12
19580205,-9999,41,33
19580206,-9999,38,30
19580207,-9999,30,17
19580208,-9999,22,11
19580209,-9999,21,7
19580210,-9999,24,6
19580211,-9999,26,9
19580212,-9999,26,6
19580213,-9999,30,9
19580214,-9999,34,23
19580215,-9999,31,8
19580216,-9999,12,-1
19580217,-9999,15,-3
19580218,-9999,23,2
19580219,-9999,31,8
19580220,-9999,43,12
19580221,-9999,42,18
19580222,-9999,45,25
19580223,-9999,58,22
19580224,-9999,68,29
19580225,-9999,62,27
19580226,-9999,64,38
19580227,-9999,56,43
19580228,-9999,43,36
19580301,-9999,49,36
19580302,-9999,45,32
19580303,-9999,42,27
19580304,-9999,50,25
19580305,-9999,56,29
19580306,-9999,53,40
19580307,-9999,40,36
19580308,-9999,49,36
19580309,-9999,40,31
19580310,-9999,36,29
19580311,-9999,39,29
19580312,-9999,49,26
19580313,-9999,42,32
19580314,-9999,42,26
19580315,-9999,43,33
19580316,-9999,44,32
19580317,-9999,33,30
19580318,-9999,48,26
19580319,-9999,44,29
19580320,-9999,45,30
19580321,-9999,43,27
19580322,-9999,50,24
19580323,-9999,45,36
19580324,-9999,50,42
19580325,-9999,46,40
19580326,-9999,47,38
19580327,-9999,50,39
19580328,-9999,53,34
19580329,-9999,51,30
19580330,-9999,55,43
19580331,-9999,60,40
19580401,-9999,65,34
19580402,-9999,72,49
19580403,-9999,70,49
19580404,-9999,71,51
19580405,-9999,67,52
19580406,-9999,59,45
19580407,-9999,49,33
19580408,-9999,62,29
19580409,-9999,60,45
19580410,-9999,47,41
19580411,-9999,54,41
19580412,-9999,65,33
19580413,-9999,70,35
19580414,-9999,63,44
19580415,-9999,67,47
19580416,-9999,75,42
19580417,-9999,81,45
19580418,-9999,81,49
19580419,-9999,80,54
19580420,-9999,78,56
19580421,-9999,72,50
19580422,-9999,64,43
19580423,-9999,75,40
19580424,-9999,75,50
19580425,-9999,67,42
19580426,-9999,54,47
19580427,-9999,56,48
19580428,-9999,73,52
19580429,-9999,57,37
19580430,-9999,63,34
19580501,-9999,73,50
19580502,-9999,67,60
19580503,-9999,83,64
19580504,-9999,81,56
19580505,-9999,57,45
19580506,-9999,51,44
19580507,-9999,63,38
19580508,-9999,68,50
19580509,-9999,72,44
19580510,-9999,64,51
19580511,-9999,76,59
19580512,-9999,83,55
19580513,-9999,78,52
19580514,-9999,82,47
19580515,-9999,88,52
19580516,-9999,85,63
19580517,-9999,86,63
19580518,-9999,86,65
19580519,-9999,77,56
19580520,-9999,80,53
19580521,-9999,81,53
19580522,-9999,88,65
19580523,-9999,72,54
19580524,-9999,80,54
19580525,-9999,77,61
19580526,-9999,78,50
19580527,-9999,85,50
19580528,-9999,73,52
19580529,-9999,76,47
19580530,-9999,82,50
19580531,-9999,89,63
19580601,-9999,85,65
19580602,-9999,72,58
19580603,-9999,75,59
19580604,-9999,89,55
19580605,-9999,93,65
19580606,-9999,78,55
19580607,-9999,83,53
19580608,-9999,93,68
19580609,-9999,92,75
19580610,-9999,92,64
19580611,-9999,83,64
19580612,-9999,84,64
19580613,-9999,92,69
19580614,-9999,81,71
19580615,-9999,77,59
19580616,-9999,73,56
19580617,-9999,80,54
19580618,-9999,79,63
19580619,-9999,84,65
19580620,-9999,83,64
19580621,-9999,69,54
19580622,-9999,73,51
19580623,-9999,78,57
19580624,-9999,85,56
19580625,-9999,84,57
19580626,-9999,77,56
19580627,-9999,80,58
19580628,-9999,85,57
19580629,-9999,85,59
19580630,-9999,89,60
19580701,-9999,88,64
19580702,-9999,92,69
19580703,-9999,92,72
19580704,-9999,92,70
19580705,-9999,88,74
19580706,-9999,77,72
19580707,-9999,74,64
19580708,-9999,78,64
19580709,-9999,86,64
19580710,-9999,88,68
19580711,-9999,86,67
19580712,-9999,81,69
19580713,-9999,84,67
19580714,-9999,85,72
19580715,-9999,89,67
19580716,-9999,81,72
19580717,-9999,86,69
19580718,-9999,90,71
19580719,-9999,90,71
19580720,-9999,89,67
19580721,-9999,82,70
19580722,-9999,78,70
19580723,-9999,83,69
19580724,-9999,85,66
19580725,-9999,87,72
19580726,-9999,85,66
19580727,-9999,92,69
19580728,-9999,88,73
19580729,-9999,89,67
19580730,-9999,92,69
19580731,-9999,89,72
19580801,-9999,90,73
19580802,-9999,86,71
19580803,-9999,85,70
19580804,-9999,91,68
19580805,-9999,90,65
19580806,-9999,91,67
19580807,-9999,92,71
19580808,-9999,91,72
19580809,-9999,90,68
19580810,-9999,93,71
19580811,-9999,93,73
19580812,-9999,88,73
19580813,-9999,92,69
19580814,-9999,94,71
19580815,-9999,89,69
19580816,-9999,86,68
19580817,-9999,84,62
19580818,-9999,83,62
19580819,-9999,85,57
19580820,-9999,89,60
19580821,-9999,84,65
19580822,-9999,82,60
19580823,-9999,85,62
19580824,-9999,82,62
19580825,-9999,72,53
19580826,-9999,78,50
19580827,-9999,82,54
19580828,-9999,87,55
19580829,-9999,90,62
19580830,-9999,92,73
19580831,-9999,86,62
19580901,-9999,79,52
19580902,-9999,82,59
19580903,-9999,92,68
19580904,-9999,92,67
19580905,-9999,91,64
19580906,-9999,90,65
19580907,-9999,85,66
19580908,-9999,82,54
19580909,-9999,87,51
19580910,-9999,77,62
19580911,-9999,75,54
19580912,-9999,76,49
19580913,-9999,83,47
19580914,-9999,87,54
19580915,-9999,85,68
19580916,-9999,87,70
19580917,-9999,71,58
19580918,-9999,71,51
19580919,-9999,74,48
19580920,-9999,65,61
19580921,-9999,78,63
19580922,-9999,75,58
19580923,-9999,86,57
19580924,-9999,87,74
19580925,-9999,89,72
19580926,-9999,87,69
19580927,-9999,75,52
19580928,-9999,67,45
19580929,-9999,72,44
19580930,-9999,62,48
19581001,-9999,59,38
19581002,-9999,64,36
19581003,-9999,70,39
19581004,-9999,75,40
19581005,-9999,74,49
19581006,-9999,79,45
19581007,-9999,79,53
19581008,-9999,83,62
19581009,-9999,77,65
19581010,-9999,66,47
19581011,-9999,65,37
19581012,-9999,68,39
19581013,-9999,79,43
19581014,-9999,79,53
19581015,-9999,80,54
19581016,-9999,79,53
19581017,-9999,82,56
19581018,-9999,73,49
19581019,-9999,70,40
19581020,-9999,73,34
19581021,-9999,78,42
19581022,-9999,74,47
19581023,-9999,71,47
19581024,-9999,65,47
19581025,-9999,56,45
19581026,-9999,53,43
19581027,-9999,52,37
19581028,-9999,62,39
19581029,-9999,56,35
19581030,-9999,62,34
19581031,-9999,65,35
19581101,-9999,55,47
19581102,-9999,51,35
19581103,-9999,62,32
19581104,-9999,72,37
19581105,-9999,66,39
19581106,-9999,53,29
19581107,-9999,61,26
19581108,-9999,56,39
19581109,-9999,66,38
19581110,-9999,55,32
19581111,-9999,66,30
19581112,-9999,73,37
19581113,-9999,75,42
19581114,-9999,64,59
19581115,-9999,72,53
19581116,-9999,74,53
19581117,-9999,80,63
19581118,-9999,73,42
19581119,-9999,59,36
19581120,-9999,67,36
19581121,-9999,56,30
19581122,-9999,55,32
19581123,-9999,67,31
19581124,-9999,57,41
19581125,-9999,70,42
19581126,-9999,49,24
19581127,-9999,33,23
19581128,-9999,27,13
19581129,-9999,38,13
19581130,-9999,26,7
19581201,-9999,46,24
19581202,-9999,41,19
19581203,-9999,49,35
19581204,-9999,50,34
19581205,-9999,36,24
19581206,-9999,27,15
19581207,-9999,30,15
19581208,-9999,35,17
19581209,-9999,17,10
19581210,-9999,26,10
19581211,-9999,34,13
19581212,-9999,24,14
19581213,-9999,22,9
19581214,-9999,28,11
19581215,-9999,26,1
19581216,-9999,43,15
19581217,-9999,41,17
19581218,-9999,49,15
19581219,-9999,60,32
19581220,-9999,32,18
19581221,-9999,35,18
19581222,-9999,54,20
19581223,-9999,46,33
19581224,-9999,34,22
19581225,-9999,40,19
19581226,-9999,46,18
19581227,-9999,42,28
19581228,-9999,50,28
19581229,-9999,39,26
19581230,-9999,38,34
19581231,-9999,46,34
19590101,-9999,49,31
19590102,-9999,49,28
19590103,-9999,32,13
19590104,-9999,13,1
19590105,-9999,15,-2
19590106,-9999,34,5
19590107,-9999,42,32
19590108,-9999,35,22
19590109,-9999,30,16
19590110,-9999,35,10
19590111,-9999,42,16
19590112,-9999,56,27
19590113,-9999,60,41
19590114,-9999,61,52
19590115,-9999,54,12
19590116,-9999,18,7
19590117,-9999,21,7
19590118,-9999,37,6
19590119,-9999,46,32
19590120,-9999,60,33
19590121,-9999,63,12
19590122,-9999,24,7
19590123,-9999,30,17
19590124,-9999,51,23
19590125,-9999,50,39
19590126,-9999,44,30
19590127,-9999,33,21
19590128,-9999,38,17
19590129,-9999,59,34
19590130,-9999,52,31
19590131,-9999,35,27
19590201,-9999,33,21
19590202,-9999,30,17
19590203,-9999,41,21
19590204,-9999,40,28
19590205,-9999,33,25
19590206,-9999,40,17
19590207,-9999,55,27
19590208,-9999,53,45
19590209,-9999,67,46
19590210,-9999,68,26
19590211,-9999,38,22
19590212,-9999,49,26
19590213,-9999,56,47
19590214,-9999,59,33
19590215,-9999,34,30
19590216,-9999,49,29
19590217,-9999,60,38
19590218,-9999,39,19
19590219,-9999,24,12
19590220,-9999,26,13
19590221,-9999,44,19
19590222,-9999,42,25
19590223,-9999,50,36
19590224,-9999,48,28
19590225,-9999,53,24
19590226,-9999,62,33
19590227,-9999,67,39
19590228,-9999,53,34
19590301,-9999,45,26
19590302,-9999,60,27
19590303,-9999,50,30
19590304,-9999,60,25
19590305,-9999,57,42
19590306,-9999,43,32
19590307,-9999,45,27
19590308,-9999,60,29
19590309,-9999,45,35
19590310,-9999,46,34
19590311,-9999,40,32
19590312,-9999,45,31
19590313,-9999,65,27
19590314,-9999,65,48
19590315,-9999,60,32
19590316,-9999,47,23
19590317,-9999,41,25
19590318,-9999,52,21
19590319,-9999,68,35
19590320,-9999,63,44
19590321,-9999,49,30
19590322,-9999,47,23
19590323,-9999,67,25
19590324,-9999,76,32
19590325,-9999,79,46
19590326,-9999,73,53
19590327,-9999,53,32
19590328,-9999,52,30
19590329,-9999,49,39
19590330,-9999,63,41
19590331,-9999,78,50
19590401,-9999,73,46
19590402,-9999,65,41
19590403,-9999,67,43
19590404,-9999,66,38
19590405,-9999,79,47
19590406,-9999,69,40
19590407,-9999,84,50
19590408,-9999,78,49
19590409,-9999,49,41
19590410,-9999,52,42
19590411,-9999,54,34
19590412,-9999,47,38
19590413,-9999,53,37
19590414,-9999,64,36
19590415,-9999,70,35
19590416,-9999,74,40
19590417,-9999,80,56
19590418,-9999,70,60
19590419,-9999,69,54
19590420,-9999,56,45
19590421,-9999,58,42
19590422,-9999,60,38
19590423,-9999,68,33
19590424,-9999,77,43
19590425,-9999,80,59
19590426,-9999,80,60
19590427,-9999,73,65
19590428,-9999,67,52
19590429,-9999,80,43
19590430,-9999,87,49
19590501,-9999,86,57
19590502,-9999,91,61
19590503,-9999,89,61
19590504,-9999,91,59
19590505,-9999,93,64
19590506,-9999,86,66
19590507,-9999,72,55
19590508,-9999,74,49
19590509,-9999,82,57
19590510,-9999,85,64
19590511,-9999,84,66
19590512,-9999,72,64
19590513,-9999,73,54
19590514,-9999,56,48
19590515,-9999,58,44
19590516,-9999,67,39
19590517,-9999,58,48
19590518,-9999,74,54
19590519,-9999,85,64
19590520,-9999,77,67
19590521,-9999,84,66
19590522,-9999,79,63
19590523,-9999,76,60
19590524,-9999,74,54
19590525,-9999,84,61
19590526,-9999,82,67
19590527,-9999,74,62
19590528,-9999,85,60
19590529,-9999,88,67
19590530,-9999,84,68
19590531,-9999,78,65
19590601,-9999,84,67
19590602,-9999,74,57
19590603,-9999,77,54
19590604,-9999,81,53
19590605,-9999,83,59
19590606,-9999,84,60
19590607,-9999,88,60
19590608,-9999,89,62
19590609,-9999,81,64
19590610,-9999,81,67
19590611,-9999,85,70
19590612,-9999,90,71
19590613,-9999,78,57
19590614,-9999,76,53
19590615,-9999,82,52
19590616,-9999,88,59
19590617,-9999,83,64
19590618,-9999,78,58
19590619,-9999,81,58
19590620,-9999,88,58
19590621,-9999,90,67
19590622,-9999,86,69
19590623,-9999,86,68
19590624,-9999,83,69
19590625,-9999,90,73
19590626,-9999,88,72
19590627,-9999,92,72
19590628,-9999,93,76
19590629,-9999,93,72
19590630,-9999,94,74
19590701,-9999,90,61
19590702,-9999,75,55
19590703,-9999,85,56
19590704,-9999,87,59
19590705,-9999,82,67
19590706,-9999,86,65
19590707,-9999,88,61
19590708,-9999,92,61
19590709,-9999,88,66
19590710,-9999,88,62
19590711,-9999,90,60
19590712,-9999,82,59
19590713,-9999,87,57
19590714,-9999,89,64
19590715,-9999,90,70
19590716,-9999,89,72
19590717,-9999,90,71
19590718,-9999,87,69
19590719,-9999,89,67
19590720,-9999,87,64
19590721,-9999,89,67
19590722,-9999,85,71
19590723,-9999,85,73
19590724,-9999,85,71
19590725,-9999,80,69
19590726,-9999,90,71
19590727,-9999,88,71
19590728,-9999,91,71
19590729,-9999,94,73
19590730,-9999,95,74
19590731,-9999,90,73
19590801,-9999,88,69
19590802,-9999,88,67
19590803,-9999,92,69
19590804,-9999,83,72
19590805,-9999,87,71
19590806,-9999,78,71
19590807,-9999,86,67
19590808,-9999,76,64
19590809,-9999,80,64
19590810,-9999,84,61
19590811,-9999,86,63
19590812,-9999,88,64
19590813,-9999,91,65
19590814,-9999,88,69
19590815,-9999,89,72
19590816,-9999,88,70
19590817,-9999,81,69
19590818,-9999,91,69
19590819,-9999,89,70
19590820,-9999,91,71
19590821,-9999,93,71
19590822,-9999,93,72
19590823,-9999,94,72
19590824,-9999,94,73
19590825,-9999,92,74
19590826,-9999,91,75
19590827,-9999,87,73
19590828,-9999,87,72
19590829,-9999,91,72
19590830,-9999,90,72
19590831,-9999,90,71
19590901,-9999,81,71
19590902,-9999,82,65
19590903,-9999,83,59
19590904,-9999,89,61
19590905,-9999,89,65
19590906,-9999,88,69
19590907,-9999,91,70
19590908,-9999,90,71
19590909,-9999,89,69
19590910,-9999,71,54
19590911,-9999,72,50
19590912,-9999,75,52
19590913,-9999,80,55
19590914,-9999,81,52
19590915,-9999,83,53
19590916,-9999,71,51
19590917,-9999,69,47
19590918,-9999,72,50
19590919,-9999,80,49
19590920,-9999,83,59
19590921,-9999,86,60
19590922,-9999,89,64
19590923,-9999,88,62
19590924,-9999,88,58
19590925,-9999,86,61
19590926,-9999,75,66
19590927,-9999,86,67
19590928,-9999,88,67
19590929,-9999,75,60
19590930,-9999,77,56
19591001,-9999,77,52
19591002,-9999,84,54
19591003,-9999,89,62
19591004,-9999,89,66
19591005,-9999,85,69
19591006,-9999,78,63
19591007,-9999,78,55
19591008,-9999,81,54
19591009,-9999,67,40
19591010,-9999,84,42
19591011,-9999,67,44
19591012,-9999,64,37
19591013,-9999,55,46
19591014,-9999,57,40
19591015,-9999,65,35
19591016,-9999,74,39
19591017,-9999,63,38
19591018,-9999,61,34
19591019,-9999,70,33
19591020,-9999,75,38
19591021,-9999,75,42
19591022,-9999,76,44
19591023,-9999,69,53
19591024,-9999,53,44
19591025,-9999,51,40
19591026,-9999,54,43
19591027,-9999,49,35
19591028,-9999,56,29
19591029,-9999,65,34
19591030,-9999,65,56
19591031,-9999,69,58
19591101,-9999,64,48
19591102,-9999,55,34
19591103,-9999,60,34
19591104,-9999,65,58
19591105,-9999,76,35
19591106,-9999,36,27
19591107,-9999,41,26
19591108,-9999,47,23
19591109,-9999,56,24
19591110,-9999,66,34
19591111,-9999,56,33
19591112,-9999,58,31
19591113,-9999,73,38
19591114,-9999,38,28
19591115,-9999,42,25
19591116,-9999,44,22
19591117,-9999,23,10
19591118,-9999,38,12
19591119,-9999,54,25
19591120,-9999,57,29
19591121,-9999,63,31
19591122,-9999,63,27
19591123,-9999,65,47
19591124,-9999,53,35
19591125,-9999,38,30
19591126,-9999,47,32
19591127,-9999,33,24
19591128,-9999,30,20
19591129,-9999,34,19
19591130,-9999,45,23
19591201,-9999,54,30
19591202,-9999,42,30
19591203,-9999,50,22
19591204,-9999,58,33
19591205,-9999,48,35
19591206,-9999,36,23
19591207,-9999,37,21
19591208,-9999,48,23
19591209,-9999,52,18
19591210,-9999,49,23
19591211,-9999,54,47
19591212,-9999,52,38
19591213,-9999,39,36
19591214,-9999,46,32
19591215,-9999,55,31
19591216,-9999,53,39
19591217,-9999,53,47
19591218,-9999,51,32
19591219,-9999,41,28
19591220,-9999,40,27
19591221,-9999,35,26
19591222,-9999,41,25
19591223,-9999,47,31
19591224,-9999,48,40
19591225,-9999,54,31
19591226,-9999,57,51
19591227,-9999,66,50
19591228,-9999,51,36
19591229,-9999,39,34
19591230,-9999,36,27
19591231,-9999,35,23
19600101,-9999,42,26
19600102,-9999,45,36
19600103,-9999,36,25
19600104,-9999,31,23
19600105,-9999,31,27
19600106,-9999,39,25
19600107,-9999,38,30
19600108,-9999,49,30
19600109,-9999,58,28
19600110,-9999,61,42
19600111,-9999,63,46
19600112,-9999,69,50
19600113,-9999,65,50
19600114,-9999,64,50
19600115,-9999,57,32
19600116,-9999,38,26
19600117,-9999,39,32
19600118,-9999,42,30
19600119,-9999,30,21
19600120,-9999,29,18
19600121,-9999,27,16
19600122,-9999,21,14
19600123,-9999,30,15
19600124,-9999,33,16
19600125,-9999,48,18
19600126,-9999,52,25
19600127,-9999,47,37
19600128,-9999,40,35
19600129,-9999,42,34
19600130,-9999,39,30
19600131,-9999,45,27
19600201,-9999,39,27
19600202,-9999,40,32
19600203,-9999,46,30
19600204,-9999,54,38
19600205,-9999,50,40
19600206,-9999,41,33
19600207,-9999,39,26
19600208,-9999,54,28
19600209,-9999,62,35
19600210,-9999,61,30
19600211,-9999,32,25
19600212,-9999,32,22
19600213,-9999,31,26
19600214,-9999,34,20
19600215,-9999,44,20
19600216,-9999,38,32
19600217,-9999,38,31
19600218,-9999,36,25
19600219,-9999,30,16
19600220,-9999,37,15
19600221,-9999,40,25
19600222,-9999,36,17
19600223,-9999,40,22
19600224,-9999,41,33
19600225,-9999,34,27
19600226,-9999,31,20
19600227,-9999,33,14
19600228,-9999,35,22
19600229,-9999,25,9
19600301,-9999,27,5
19600302,-9999,27,19
19600303,-9999,28,16
19600304,-9999,17,2
19600305,-9999,21,0
19600306,-9999,24,-9
19600307,-9999,26,6
19600308,-9999,31,2
19600309,-9999,32,23
19600310,-9999,33,23
19600311,-9999,32,23
19600312,-9999,30,13
19600313,-9999,33,3
19600314,-9999,37,3
19600315,-9999,42,29
19600316,-9999,42,30
19600317,-9999,34,28
19600318,-9999,37,21
19600319,-9999,36,29
19600320,-9999,38,22
19600321,-9999,37,22
19600322,-9999,39,24
19600323,-9999,49,19
19600324,-9999,47,21
19600325,-9999,39,19
19600326,-9999,48,31
19600327,-9999,75,30
19600328,-9999,79,47
19600329,-9999,79,57
19600330,-9999,63,42
19600331,-9999,49,42
19600401,-9999,78,42
19600402,-9999,73,49
19600403,-9999,53,42
19600404,-9999,62,31
19600405,-9999,51,33
19600406,-9999,72,30
19600407,-9999,63,42
19600408,-9999,64,36
19600409,-9999,41,30
19600410,-9999,51,25
19600411,-9999,73,38
19600412,-9999,80,53
19600413,-9999,79,55
19600414,-9999,81,59
19600415,-9999,77,59
19600416,-9999,81,63
19600417,-9999,74,44
19600418,-9999,58,35
19600419,-9999,69,35
19600420,-9999,82,40
19600421,-9999,75,55
19600422,-9999,85,49
19600423,-9999,85,59
19600424,-9999,86,62
19600425,-9999,86,63
19600426,-9999,70,55
19600427,-9999,72,46
19600428,-9999,74,49
19600429,-9999,68,52
19600430,-9999,73,44
19600501,-9999,58,36
19600502,-9999,69,35
19600503,-9999,76,39
19600504,-9999,80,47
19600505,-9999,75,60
19600506,-9999,75,58
19600507,-9999,58,42
19600508,-9999,48,41
19600509,-9999,49,36
19600510,-9999,46,41
19600511,-9999,50,41
19600512,-9999,61,39
19600513,-9999,69,36
19600514,-9999,81,50
19600515,-9999,80,54
19600516,-9999,83,65
19600517,-9999,81,59
19600518,-9999,83,57
19600519,-9999,82,66
19600520,-9999,75,66
19600521,-9999,79,57
19600522,-9999,81,60
19600523,-9999,83,57
19600524,-9999,87,59
19600525,-9999,86,62
19600526,-9999,78,62
19600527,-9999,76,57
19600528,-9999,70,57
19600529,-9999,81,53
19600530,-9999,79,59
19600531,-9999,81,54
19600601,-9999,85,55
19600602,-9999,81,58
19600603,-9999,88,54
19600604,-9999,91,62
19600605,-9999,91,64
19600606,-9999,78,60
19600607,-9999,75,57
19600608,-9999,78,57
19600609,-9999,85,58
19600610,-9999,91,62
19600611,-9999,93,70
19600612,-9999,89,70
19600613,-9999,83,66
19600614,-9999,73,63
19600615,-9999,84,57
19600616,-9999,88,67
19600617,-9999,71,53
19600618,-9999,78,48
19600619,-9999,85,63
19600620,-9999,88,66
19600621,-9999,93,70
19600622,-9999,97,76
19600623,-9999,86,67
19600624,-9999,79,63
19600625,-9999,79,60
19600626,-9999,83,59
19600627,-9999,79,66
19600628,-9999,84,66
19600629,-9999,85,67
19600630,-9999,91,68
19600701,-9999,82,69
19600702,-9999,86,64
19600703,-9999,86,72
19600704,-9999,80,65
19600705,-9999,81,61
19600706,-9999,86,61
19600707,-9999,80,62
19600708,-9999,82,58
19600709,-9999,85,63
19600710,-9999,77,68
19600711,-9999,88,65
19600712,-9999,89,68
19600713,-9999,87,70
19600714,-9999,78,60
19600715,-9999,81,58
19600716,-9999,82,57
19600717,-9999,84,63
19600718,-9999,86,67
19600719,-9999,88,66
19600720,-9999,90,67
19600721,-9999,91,69
19600722,-9999,89,66
19600723,-9999,92,71
19600724,-9999,90,70
19600725,-9999,93,70
19600726,-9999,87,70
19600727,-9999,91,68
19600728,-9999,89,67
19600729,-9999,90,64
19600730,-9999,89,69
19600731,-9999,83,64
19600801,-9999,90,61
19600802,-9999,95,68
19600803,-9999,95,76
19600804,-9999,84,69
19600805,-9999,88,72
19600806,-9999,94,72
19600807,-9999,92,71
19600808,-9999,89,71
19600809,-9999,87,70
19600810,-9999,83,65
19600811,-9999,77,60
19600812,-9999,81,59
19600813,-9999,83,61
19600814,-9999,90,62
19600815,-9999,88,68
19600816,-9999,85,63
19600817,-9999,91,62
19600818,-9999,94,69
19600819,-9999,81,69
19600820,-9999,89,66
19600821,-9999,85,65
19600822,-9999,88,70
19600823,-9999,87,66
19600824,-9999,89,65
19600825,-9999,89,64
19600826,-9999,88,70
19600827,-9999,88,66
19600828,-9999,91,68
19600829,-9999,90,72
19600830,-9999,91,72
19600831,-9999,92,68
19600901,-9999,94,66
19600902,-9999,95,68
19600903,-9999,94,69
19600904,-9999,96,70
19600905,-9999,97,68
19600906,-9999,97,69
19600907,-9999,98,70
19600908,-9999,98,70
19600909,-9999,82,69
19600910,-9999,70,58
19600911,-9999,77,55
19600912,-9999,77,51
19600913,-9999,76,50
19600914,-9999,82,52
19600915,-9999,84,59
19600916,-9999,85,57
19600917,-9999,80,63
19600918,-9999,83,61
19600919,-9999,87,58
19600920,-9999,76,51
19600921,-9999,81,53
19600922,-9999,88,57
19600923,-9999,89,62
19600924,-9999,86,64
19600925,-9999,87,60
19600926,-9999,86,60
19600927,-9999,73,64
19600928,-9999,80,58
19600929,-9999,83,52
19600930,-9999,75,53
19601001,-9999,76,44
19601002,-9999,86,62
19601003,-9999,73,53
19601004,-9999,78,53
19601005,-9999,75,59
19601006,-9999,69,57
19601007,-9999,75,48
19601008,-9999,79,58
19601009,-9999,74,60
19601010,-9999,80,54
19601011,-9999,81,49
19601012,-9999,81,49
19601013,-9999,80,50
19601014,-9999,82,55
19601015,-9999,80,61
19601016,-9999,72,49
19601017,-9999,73,41
19601018,-9999,70,44
19601019,-9999,59,40
19601020,-9999,53,31
19601021,-9999,57,29
19601022,-9999,67,32
19601023,-9999,69,54
19601024,-9999,56,34
19601025,-9999,65,34
19601026,-9999,63,45
19601027,-9999,60,38
19601028,-9999,55,39
19601029,-9999,65,38
19601030,-9999,70,53
19601031,-9999,65,47
19601101,-9999,64,41
19601102,-9999,55,37
19601103,-9999,56,31
19601104,-9999,63,30
19601105,-9999,56,32
19601106,-9999,50,32
19601107,-9999,49,26
19601108,-9999,52,33
19601109,-9999,51,29
19601110,-9999,38,23
19601111,-9999,46,19
19601112,-9999,53,23
19601113,-9999,63,40
19601114,-9999,71,53
19601115,-9999,72,58
19601116,-9999,62,39
19601117,-9999,58,32
19601118,-9999,56,35
19601119,-9999,54,27
19601120,-9999,59,26
19601121,-9999,61,31
19601122,-9999,52,41
19601123,-9999,53,36
19601124,-9999,54,29
19601125,-9999,62,30
19601126,-9999,66,36
19601127,-9999,71,54
19601128,-9999,69,37
19601129,-9999,37,29
19601130,-9999,35,24
19601201,-9999,36,18
19601202,-9999,44,16
19601203,-9999,56,27
19601204,-9999,60,42
19601205,-9999,53,48
19601206,-9999,53,34
19601207,-9999,42,28
19601208,-9999,34,24
19601209,-9999,35,19
19601210,-9999,41,20
19601211,-9999,38,26
19601212,-9999,30,18
19601213,-9999,31,14
19601214,-9999,41,24
19601215,-9999,39,28
19601216,-9999,34,20
19601217,-9999,36,19
19601218,-9999,46,18
19601219,-9999,37,26
19601220,-9999,41,17
19601221,-9999,17,1
19601222,-9999,17,-2
19601223,-9999,29,-8
19601224,-9999,40,26
19601225,-9999,52,22
19601226,-9999,50,32
19601227,-9999,38,28
19601228,-9999,33,25
19601229,-9999,37,30
19601230,-9999,41,21
19601231,-9999,34,21
19610101,-9999,35,31
19610102,-9999,34,31
19610103,-9999,39,29
19610104,-9999,49,23
19610105,-9999,52,32
19610106,-9999,57,33
19610107,-9999,54,33
19610108,-9999,35,22
19610109,-9999,35,16
19610110,-9999,50,20
19610111,-9999,54,23
19610112,-9999,57,24
19610113,-9999,60,26
19610114,-9999,49,41
19610115,-9999,44,35
19610116,-9999,41,35
19610117,-9999,50,36
19610118,-9999,51,26
19610119,-9999,41,25
19610120,-9999,28,15
19610121,-9999,15,4
19610122,-9999,27,7
19610123,-9999,33,13
19610124,-9999,35,9
19610125,-9999,25,5
19610126,-9999,24,11
19610127,-9999,13,-10
19610128,-9999,28,-13
19610129,-9999,25,4
19610130,-9999,30,0
19610131,-9999,51,14
19610201,-9999,44,29
19610202,-9999,30,20
19610203,-9999,20,10
19610204,-9999,31,8
19610205,-9999,35,14
19610206,-9999,36,25
19610207,-9999,38,33
19610208,-9999,34,24
19610209,-9999,43,25
19610210,-9999,47,30
19610211,-9999,53,28
19610212,-9999,61,33
19610213,-9999,68,41
19610214,-9999,60,28
19610215,-9999,66,34
19610216,-9999,64,28
19610217,-9999,63,51
19610218,-9999,73,35
19610219,-9999,41,29
19610220,-9999,47,33
19610221,-9999,47,38
19610222,-9999,65,45
19610223,-9999,67,47
19610224,-9999,56,33
19610225,-9999,36,25
19610226,-9999,54,21
19610227,-9999,56,35
19610228,-9999,44,34
19610301,-9999,50,38
19610302,-9999,65,37
19610303,-9999,64,42
19610304,-9999,69,59
19610305,-9999,68,58
19610306,-9999,74,45
19610307,-9999,58,42
19610308,-9999,60,32
19610309,-9999,48,33
19610310,-9999,53,30
19610311,-9999,67,45
19610312,-9999,60,43
19610313,-9999,68,44
19610314,-9999,52,40
